Boite_de_vitesses,Mode_de_transmission,Prix,Immatriculation
Automatique séquentielle 8 rapports,Transmission intégrale,64228892,f04748ad-7b16-436a-a072-62336d4116e5
Mécanique 6 rapports,Traction,19569115,a822a8d4-d179-4a5f-ad5d-a79a47b4b70c
Manuelle 6,,1468184,0d78b21a-7ce2-4ce1-8614-54d47ede36f2
A var continu 8,Traction avant,28549142,bcb6d89a-4039-4940-a843-27568bad4666
Mécanique 5 rapports,Traction,11210011,3879827e-3833-4537-a7b8-c078fdf158d4
Automatique séquentielle 6 rapports,Traction,23775373,5440350f-1bd4-437c-93ab-737dacaccb6e
Mécanique 6 rapports,Traction,34058672,27b395c7-ea0d-40b1-8ce2-70915b159b30
Mécanique 5 rapports,Traction,11583901,6cb16c78-96a5-4e42-b3f6-915a47e3d559
Mécanique 5 rapports,Traction,11744139,053d908e-1aa0-48fa-aab7-9dae0749be7e
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,38483922,bd3eca8a-92e8-46b9-96dc-6d6e08ec1403
Automatique séquentielle 5 rapports,Propulsion,11083156,64b1e27a-fe1a-4f22-a5ba-1e8a2d87efaa
Mécanique 6 rapports,Traction,34256299,8eccd678-0323-4587-b6f8-d7cae059a5a9
Mécanique 6 rapports,Traction,20350277,62a93f60-e6b0-49de-8edf-a4d7efed3d13
Mécanique 6 rapports,Traction,31980914,b8f5d824-7c66-4514-a778-78529259048c
Variateur,,833907,e671a5e6-0ac4-495d-8702-6b6dd3d1acd9
Mécanique 6 rapports,Propulsion,26138889,e67800d4-1083-43b3-ad23-d301c3f6e469
Mécanique 5 rapports,Propulsion,24394961,49c5db5c-aaf5-4795-bf68-b2c1db020c82
Automatique 4 rapports,Transmission intégrale,23735313,f66ede0f-51c2-44b5-8afd-195c486bc386
Mécanique 5 rapports,Traction,7577941,6b94d92d-7192-45c2-8fd8-1b75c683f2e5
Manuelle,,8078018,47c00dfd-e261-48b2-b905-c06f91f3b70e
Automatique 5 rapports,Transmission intégrale permanente,80786860,8d877b60-a39b-4ee5-b3b7-255e3ad76ba5
Mécanique 6 rapports,Traction,16865092,3c9e8ea1-b5a8-4bcf-bb88-1abf25c51c94
Automatique séquentielle 8 rapports,Transmission intégrale,47537392,61120c28-02e9-4186-aab4-2179ccdef539
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,40927558,71caf2ce-72c1-4797-ac4a-447176accc3c
Automatique 8 rapports,Propulsion,74577622,c2435ae0-f808-40ae-b113-9e10cbf543f1
Mécanique 5 rapports,Propulsion,24059796,cb325100-129e-48db-9a50-7509df934728
Mécanique 5 rapports,Traction,12254232,4c39991f-aca2-4cbd-b5c0-d41f7afbb3e4
Automatique à variation continue 8 rapports,Traction,20704137,33cdc082-260f-4377-b6af-271fde8182e6
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale permanente,39538825,a9ce9155-3e37-45ca-acc6-59e5008ed81c
Mécanique robotisée 7 rapports à double embrayage,Traction,20964524,b48cd6eb-eb34-4b68-b3e3-efbcfdd97d13
Mécanique 6 rapports,Traction,32047680,454c4a15-2c54-4379-8cde-78db7833655b
Variateur,,1729239,9c862cd5-a172-4f32-879a-8be3b49597e5
Mécanique 6 rapports,Propulsion,27288600,27200b56-2bb0-4112-8d58-3c462c6a54b3
Mécanique 5 rapports,Traction,14621754,2446da5f-87de-4e13-8069-db0ada7a6efe
Mécanique 5 rapports,Traction,13031388,3ef21cbf-2914-48bf-bbf1-3fcd6a3524cb
Automatique 8 rapports,Traction,23747331,26f0cd70-cae7-413d-926d-8f9cfca39a11
Mécanique 6 rapports,Traction,20430396,c136b127-056a-45d6-b05c-0873a9371fc5
Automatique séquentielle 7 rapports,Propulsion,21665567,7285da8e-5514-48c2-909b-016d14b5dfb1
Mécanique 5 rapports,Propulsion,26778507,46639506-b7db-444b-b014-2905de59a915
Automatique 4 rapports,Transmission intégrale,63625327,14359d15-c06c-428f-8bdf-14649b5f30b6
Mécanique 5 rapports,Transmission intégrale permanente,24743480,d41308c0-bd07-4709-b5b5-45646a689f39
Mécanique 6 rapports,Traction,32215930,1f894e8e-c546-40d9-af9d-0ef8ec17bf3e
Mécanique robotisée 7 rapports à double embrayage,Traction,24029083,8ccbf59c-90b0-465b-9b73-7c3fa79ae788
Automatique 4 rapports,Traction,23919587,29bb0417-cb7b-42ac-b066-c5cc68f55d28
Automatique 5 rapports,Propulsion,32508365,d379aba9-da60-4a17-8703-ffdc06d74938
Mécanique robotisée 7 rapports à double embrayage,Traction,21004584,b07e064c-bbec-4ee8-8154-6615240e0747
Mécanique 6 rapports,Propulsion,19261991,5ffeccde-adf0-4b91-b327-73d400def1fc
Automatique séquentielle 6 rapports,Traction,22967504,e011cadd-13a8-4f0e-b5f4-6e853fc3db5b
Mécanique 6 rapports,Traction,19315404,3c404262-4461-46f2-923f-d377013cef24
Manuelle,,6105751,5a051a8a-657a-43e7-9f0a-322649a7c439
Manuelle 6,,18434093,f1d4d898-eb8a-4315-aeb3-cf74147363b1
Mécanique 6 rapports,Traction,24869000,139f8cf3-6b1e-4c5a-a944-fa6e6370795a
Automatique 6 rapports,Propulsion,32432252,8e11cfde-689c-4155-8317-dc880d88132b
Mécanique 6 rapports,Traction,28235341,e2fb0880-fcb1-4417-be99-1832f33cb4af
Mécanique 6 rapports,Traction,28430298,6ae77d5f-a624-42eb-ad12-9de10416c283
Automatique séquentielle 8 rapports,Transmission intégrale,26559515,29316bd0-ec25-487f-8ec1-5f7f9ca55ce6
Automatique 8 rapports,Traction,26399276,3d5bec85-9997-4268-b040-dd2d085701d4
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,39291791,6f8deeb0-def2-412f-8de6-ea0bea4d60ab
Automatique à variation continue 7 rapports,Traction,19228608,0d776e54-c7ec-4c08-86f9-e8de2592f726
Mécanique 5 rapports,Traction,11043764,5ade274c-6758-4a78-afb4-7757ce18b27a
Manuelle 6,,3471164,2c36b044-6cbd-49bc-8bbb-32dacaa4b371
Mécanique 5 rapports,Traction,18133646,e65d1ddc-9b0b-4193-8429-06a5e67098ac
Automatique,Traction,50441713,c4448749-03a1-43b8-ae9b-dc2e5dba7e03
Mécanique robotisée 6 rapports à double embrayage,Traction,35880048,50070bed-7e59-44fc-a87d-f26f1e448eba
Mécanique 6 rapports,Propulsion,34317724,aa8fff96-e889-4394-a6a0-2c987d2d0301
Mécanique 6 rapports,Traction,16391053,24f7f9d9-956a-483f-a676-b75c82a94e8d
Automatique 8 rapports,Propulsion,62893572,53e2eb0c-b1fb-4904-942c-d01258f9cd1b
Automatique 7 rapports,Propulsion,25371080,28272b25-0077-4278-9191-dbac7d9e7462
Mécanique 5 rapports,Traction,16998624,fa9780ac-3947-40d1-8d34-53f5ee9e5e37
Automatique à variation continue,Traction,22700440,8bd00637-a939-4a14-a6ee-57cd50e2feeb
Automatique 6 rapports,Transmission intégrale,30545445,dff4e5de-4b32-4052-9745-722eb56559ab
Mécanique 6 rapports,Traction,23242580,d7a70a5d-21ba-4682-a5eb-be33423f9cad
Automatique séquentielle 5 rapports,Traction,24702752,8094b73d-dba8-402a-aa16-660473edb3bd
Automatique 8 rapports,Propulsion,37832286,3e6a22a7-5041-402b-bec9-9e07a48b02cc
Robotisée simple embrayage 6,Traction,19395523,4a5da4ce-0fd1-4247-8ef0-0d4a83fbeba9
Automatique séquentielle 8 rapports,Transmission intégrale,38437186,1f311695-db88-4b80-b6ee-f970ac15a109
Mécanique 6 rapports,Traction,21678920,e7f76c9d-e57c-4ce3-8c6d-d8471e32e980
Automatique 8 rapports,Transmission intégrale,30211615,68486880-8219-4792-aa0c-91904ebf2d1c
Automatique séquentielle 7 rapports,Propulsion,69570172,4a685cd5-5623-40c1-bcae-b6bb14bbad23
Mécanique 5 rapports,Traction,10453553,94fca944-45c5-433a-afed-dc0fbcdcb41e
Manuelle,,4199581,ac52ed7e-c927-4f41-9d6b-170121819592
Robotisée simple embrayage 6,Traction,31246488,6ba567b9-8992-44d7-8975-72e95f918371
Mécanique 6 rapports,Traction,24369590,227ecc68-3268-41bb-a7ff-e0661788b1ee
Automatique 8 rapports,Propulsion,29276891,6f158ce1-d42d-4c12-a818-501dd01bd0e7
Mécanique 5 rapports,Traction,11143245,68207bb1-30fb-4dc2-a643-b662dadc9679
Manuelle,,16150695,5401718d-2114-4376-97f2-75d1d4615619
Manuelle 6,,7143294,9748c436-44b8-4606-8855-fbec520022e4
Mécanique 5 rapports,Traction,10137749,783cb184-e250-4f49-b43e-a8c265408b90
Automatique à variation continue 7 rapports,Traction,24696743,eb33a85f-13fd-431e-a28b-a7827020b849
Mécanique 6 rapports,Traction,13753796,a94a0e67-f301-4adb-af6d-48b1f6f3b561
Automatique 4 rapports,Transmission intégrale,19295374,3ec9c0fb-4d3a-49bc-80df-2c0e30d6b1ad
Mécanique 6 rapports,Traction,27380737,ab4f92e5-7453-4bd3-83c9-6a65aec6608a
Automatique séquentielle 8 rapports,Transmission intégrale,41261388,f66fb282-587a-441e-96b8-48281675efbf
Automatique à variation continue 8 rapports,Traction,33423060,8b277857-5d4c-4af0-818d-4131a04d7ec5
Automatique 5 rapports,Traction,34050660,65238e77-6ca3-4db6-827b-f62032ab7c0c
Mécanique 6 rapports,Traction,12278267,136267e7-0bdc-42dc-adcc-19a68002d204
Manuelle,,6139134,dcb3ef7f-5182-48d6-95db-0c62037fa2e9
Mécanique 6 rapports,Transmission intégrale,19889591,eb643ae6-f8ef-427a-89f9-e9042aa402cc
Robotisée simple embrayage 6,Traction,26479396,dbb46321-6999-431a-8629-23296caa6b3b
Automatique séquentielle 7 rapports,Propulsion,48071520,b2900cb6-d36f-4bce-a1a4-e0e0ba6d91b2
Mécanique 6 rapports,Traction,25063956,79528a01-5076-42d6-aca2-de5d5fd7a70b
Mécanique 6 rapports,Propulsion,23738651,d866284a-e169-4891-b22f-562c70d4d53b
Mécanique 6 rapports,Traction,21425209,ca538846-d651-4702-bd33-8412306efee1
Manuelle 6,,17926671,d5458e89-df66-45a6-ba6b-db1e34d10927
Robotisée simple embrayage 5,Traction,16224138,cbd1a01c-11a8-441d-87b2-64dd7ee698d4
Mécanique 5 rapports,Traction,14988967,dc0183aa-68be-4348-a9e4-bf14d81c8187
Mécanique 5 rapports,,22779224,ebf5fa51-bb9a-46d4-b82a-f69918d2f011
Mécanique 5 rapports,Transmission intégrale,18527565,aa65afa2-dbfd-4955-b558-8a830b4801ff
Mécanique 6 rapports,Propulsion,26439336,679b8d0f-c95b-4a44-8374-81fed3452e79
Automatique 9,Transmission intégrale,30512062,5ff4cc29-78ee-48ba-8c26-78cfcb808511
Mécanique 6 rapports,Transmission Intégrale,22306521,8a67a12d-64c0-408c-9d4e-5015d840dfe2
Manuelle 6,,11343543,c0500ca1-ab6f-4846-9ecb-c037223d5536
Mécanique 6 rapports,Traction,24155939,f12df1b8-0e78-40db-a815-eb7c6a3428bb
Mécanique 5 rapports,Traction,12618774,ae508eec-e2ba-40be-81a5-38d0cdd82d93
Automatique 9,Transmission intégrale,29817696,837eb9af-4fac-4047-bea1-27f7b6b9db5c
Mécanique 6 rapports,Traction,21765716,d16c6103-6ac7-4e96-b04a-0e5b75ffaab9
Automatique séquentielle 6 rapports,Traction,66725940,26772019-73ff-46ec-9e92-67247f89a155
Robotisée simple embrayage 5,Traction,10655854,fdbc70ae-8b10-4d63-89ac-81b3ccdf8ac1
Variateur,,6603157,ffc744ec-4dbf-4856-8e6e-2e4ae858234c
Automatique 4 rapports,Traction,12377081,3f4d7fe0-44b5-4306-b2f2-881913f98337
Mécanique 5 rapports,Traction,15479029,9d2b8a2a-d16e-4860-ad2c-85fb90e99cf5
Mécanique 6 rapports,Traction,24636654,5454e646-6540-4307-bf53-762ca3f188f6
Manuelle 6,,9079508,6875ed81-df60-41e6-b27e-6587129bfc73
Mécanique 6 rapports,Traction,20931141,082035ed-6495-48c3-99ca-e155a38c9fe0
Mécanique 5 rapports,Traction,17753079,c30b6de3-7b39-44e9-86a7-c41af54e6b96
Automatique 8 rapports,Transmission Intégrale,28208635,29c6374a-d5a0-4e41-acf3-461eb0df8b0d
Automatique à variation continue 7 rapports,Traction,17492692,17353a24-2096-4bba-be23-a6742a8a571b
Mécanique 5 rapports,Propulsion,18996262,362a91e0-0afb-4b2f-ac03-76c1d111a896
Mécanique 5 rapports,Traction,7811622,9dada223-32eb-4907-8498-13d28d93c59f
Mécanique 5 rapports,Propulsion,10444873,f4d0d206-d797-4e2c-b513-1f544cb23d9f
Automatique à variation continue,Traction,16264865,2a62d192-8337-4f60-bd82-d9495a7554e0
Mécanique 6 rapports,Traction,19695970,4defbd35-4652-4a61-a460-084b1ef01be7
Mécanique 6 rapports,Propulsion,31366667,6fb9e8e1-ffcd-4588-a0e4-ee86d1d7cad7
Auto séquent. 9,Propulsion,36120406,cb37024d-33c3-4ba1-8d18-653aaf8b5892
Mécanique 6 rapports,Propulsion,34618171,d3760542-e52c-45c5-a174-247e0f586587
Automatique 4 rapports,Traction,16123989,82fdcaa7-b4bd-49ee-a361-2a945002d64f
Automatique 8 rapports,Propulsion,26539485,0afb2b39-aa4c-4e6d-942d-38b97aea21d4
Automatique séquentielle 6 rapports,Transmission intégrale permanente,65570889,c865c17b-0e92-4da9-9614-c184206d5e1e
Mécanique robotisée 7 rapports à double embrayage,Traction,24569888,24fd787a-ed0d-419c-9309-4ab26f0ef9b5
Automatique 4 rapports,Propulsion,27481553,8b838e9c-3c77-47dd-aeeb-a098530ffc9a
Mécanique 6 rapports,Transmission intégrale enclenchable,20941156,fd4237cc-e0c7-483b-8ead-7ac539cb1bb6
Manuelle 6,,5217763,1f382e48-b844-4e36-b4e4-669e8ff899b7
Manuelle,,6135795,cffbd235-4cf6-488d-805b-314c879d983f
Mécanique 5 rapports,Traction,10682560,65aa5547-e8b9-4fd8-b32c-ce07b0c45118
Automatique à variation continue,Traction,18861395,27394ece-edbc-44f1-9471-ccbce997ff7b
Mécanique 6 rapports,Traction,15322797,c57dda1f-29bd-435e-ae12-ef5e5298c763
Mécanique robotisée 8 rapports à double embrayage,Transmission intégrale,98744243,a3f74820-9e57-431c-883d-6b2bcc8bdec6
Automatique,Traction,31313254,50af3f88-88a7-4c90-b996-77ee5b4a6746
Mécanique 5 rapports,Traction,10362083,87eeddfb-7299-44d9-b04b-09a08dfcfd97
Automatique séquentielle 7 rapports,Propulsion,23101036,4b4937a9-c678-4c5d-95fc-7c66c02cd726
Automatique 8 rapports,Propulsion,35686427,41de0d12-7067-40d8-a968-08d2af3557d5
Variateur,,1067588,22723ccb-9545-4acd-8029-406474f9a6f4
Mécanique 5 rapports,Traction,13170929,27c30653-3904-46ed-a016-cdce6626a00c
Mécanique robotisée 6 rapports à double embrayage,Traction,24436356,da83f885-0b0b-4388-b7bf-0aafe7c525ab
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,44913488,bf85d6c9-d504-46c1-94f5-665edfd61fab
Automatique séquentielle 8 rapports,Transmission intégrale,51336377,3ab2943a-7827-482b-9494-8ff86bb8802b
Manuelle 6,,11349552,81b663b9-a79b-4832-b9a7-0eb5ea3bd26e
Automatique séquentielle 7 rapports,Propulsion,34785086,a5be8167-239b-4490-a023-11cfb432aea0
Mécanique 6 rapports,Traction,21598801,57e46757-a218-4b10-9f7b-c84578f593e5
Automatique à variation continue,Traction,12218178,0b2e104b-af7c-4834-b324-dce5788816f6
Mécanique 6 rapports,Traction,18961544,60321087-e77c-4747-accb-0d5bef38ee4b
Mécanique 6 rapports,Traction,16991947,f3a5f501-cf99-45e2-9b58-b58be3a1602a
Mécanique 5 rapports,Traction,7537881,2f0c064f-73db-45b1-9d3f-df61af13b871
Mécanique 6 rapports,Traction,30291734,02ddac73-3d5a-4cee-ac57-43c57a656dad
Automatique séquentielle 8 rapports,Transmission intégrale,60790443,649bf2d2-8250-44f0-809d-94996d242700
Mécanique 5 rapports,Traction,14745271,4230866f-d3c2-4cce-8bfe-5c1e559db1a1
Manuelle,Traction,1134354,824bd2d8-f3ee-4f8b-95ee-f54291001cf5
Mécanique robotisée 7 rapports à double embrayage,Traction,16210785,a2f5eb48-51df-455d-abdf-4dd9c138d717
Automatique à variation continue,Traction,20971201,bc7fd902-8dc5-43de-9ad1-79190f118284
Automatique 8 rapports,Traction,20764226,4a20209e-46f7-4506-9622-ef5698f94e78
Automatique 9,Propulsion,34150809,996e488f-2b0f-400d-a3cd-ecbb656368c8
Mécanique 5 rapports,Traction,10615794,82b5b27b-d4ef-4dc1-bd10-a434574c5561
Automatique 6 rapports,Traction,22500142,c6cd4027-2a98-4c0b-9abc-d9ce530a1f1d
Automatique 8 rapports,Propulsion,19896268,289f92ee-1d50-4f07-bba3-0e9a183c334e
Mécanique 5 rapports,Traction,8717637,abfd4568-4504-4fe9-b0cb-428c3087881c
Mécanique 6 rapports,Traction,24629977,f140740e-f8bf-4519-aa61-e38393dec8d6
Mécanique 6 rapports,Propulsion,25070633,b9b6b252-ad00-4008-9c4b-276653b84495
Automatique 4 rapports,Traction,29377040,e6f3d7a9-0423-4666-b3db-50e02a757ca7
Mécanique 6 rapports,Transmission intégrale,28375550,890daff9-8376-47f6-a7c3-2abf85e89025
Automatique 5 rapports,Traction,18554271,c1390abc-d470-46e8-a5ce-e91e33498258
Mécanique 5 rapports,Traction,9180993,0ce9a062-349c-4f62-be36-d3d119b73483
Mécanique 6 rapports,Traction,23134419,64380da7-7a36-4a13-a68a-25bbd4d5ed7d
Automatique 8 rapports,Traction,25598084,6b69dde6-cf8c-4c10-b759-dd42923efa9a
Mécanique 5 rapports,Traction,9647687,2d118a25-0003-43f7-bdea-ffe9cf6a5fb2
Mécanique 6 rapports,Traction,21391826,146332fd-fac4-429d-a22b-65ab19372e8e
Automatique séquentielle 7 rapports,Transmission intégrale,34034636,8a3ec37e-9d4a-425a-ac91-a395e7c09251
Manuelle,,1802682,c6f50c07-cd87-449d-906e-c4ff2d5bd052
Automatique à variation continue,Traction,25533989,ed87e7d2-2608-4c0f-bd98-038d21ad2cec
Mécanique 5 rapports,Traction,8045303,8539a5b7-f7df-42ae-8340-50020566faf9
Automatique à variation continue,Traction,11850965,e82a2eeb-7520-4595-a61c-d036b58ff5f1
Mécanique 6 rapports,Traction,19348787,763e93f5-9f15-4f17-a580-ccb6a3a9c5e7
Mécanique 5 rapports,Traction,7658060,4ab337a0-a7d8-4bcd-ab69-d74a08875e4f
Mécanique 6 rapports,Traction,18560948,08881723-8f54-4caf-af0e-bbc45369fbef
Mécanique 5 rapports,Traction,15175912,4ddac890-26a9-466e-9766-f13440f13546
Variateur,,2937036,d2daaf8f-d7dd-43bb-9350-ad3db5d3b63d
Mécanique 6 rapports,Traction,16611381,e90b432c-9c73-4d92-a746-2c3675a49c4e
Mécanique 6 rapports,Propulsion,25237548,dd411e47-cc48-4a0b-bbb6-f56b5c738538
Rob double embray 7,Transmission intégrale,28666650,52b78a37-afb5-4aee-b681-5078c1691543
Automatique 6 rapports,Traction,19662587,bf5042b9-438e-47ff-99a2-8d556c30e4e1
Mécanique 5 rapports,Traction,9068826,ca3c32b8-3a0c-403b-88d1-925c34b16344
Automatique séquentielle 7 rapports,Transmission intégrale,57018164,6a67671a-a89d-4a42-9f34-c03a32179845
Mécanique 6 rapports,Traction,16157372,e95070ad-b5ad-453a-8d5b-6d678bcf1735
Automatique 4 rapports,Transmission intégrale permanente,20897758,5677d5cf-ec95-4c7a-9f95-f11aadfdb61e
Variateur,,867290,51f8c457-bc73-41d7-96ad-e776e1cad469
Mécanique robotisée 6 rapports à double embrayage,Traction,22566908,351e045b-cd33-49f3-9d30-f67590ac809c
Mécanique robotisée 6 rapports à double embrayage,Traction,19295374,fed05fae-ba2a-4917-9558-571369e2f786
Mécanique 6 rapports,Propulsion,28609231,f8a4faf6-013b-4562-ac2a-75254d3fad6f
Automatique,Traction,26439336,f38ce8b0-b1ea-45f8-9d57-e924f987c00a
Mécanique 5 rapports,Traction,13997492,fb3d8ffb-9859-4499-931d-dbf20a66b0df
Automatique à variation continue,Traction,19195225,00802ac8-5024-4b83-ab5a-a7e1b193fb1f
A var continu,,7494484,ae975308-ac5f-4a60-8607-cb455dddce71
Automatique à variation continue 7 rapports,Traction,19308727,38568171-ec99-4610-9cd3-f07171c1af51
Automatique 5 rapports,Transmission intégrale,34785086,beeacf79-d9d2-4e54-8e37-068e6b5b8184
Mécanique 6 rapports,Traction,22333227,7f9cefc5-6a9e-473d-8f38-540e79614cc4
Mécanique 6 rapports,Propulsion,32111775,31e19d28-3930-4f6c-b288-e0e71680c52a
Automatique 5 rapports,Propulsion,26839932,c76eddf4-692c-48a6-8bdc-b2c204db07df
Automatique séquentielle 7 rapports,Propulsion,38690897,802a70c7-f959-4aa3-983b-c9d6e0a0b796
Automatique séquentielle 5 rapports,Propulsion,30712360,f9b6f9dc-39c1-4bb5-ab05-52725bb39117
Automatique 6 rapports,Propulsion,33345611,c1610a40-6f22-4356-9d42-6ab63f438ad3
Automatique 8 rapports,Transmission intégrale,33983894,b8cff8eb-b1d8-4658-8a8a-7be515128f76
Mécanique 5 rapports,Traction,11503782,47da1632-5d9b-4342-9c7a-676f1afa07d0
Mécanique 6 rapports,Traction,14955584,476230df-3e57-4461-ab67-1452d6c92af7
Mécanique 6 rapports,Transmission intégrale,37048453,cf1804b8-86b0-49a4-ba3d-7a7531021b05
Mécanique robotisée 7 rapports à double embrayage,Traction,23668547,61a7d279-638b-4318-b58b-4c7ffaa70fa0
Mécanique 6 rapports,Traction,15155882,2e780aea-bf9a-40f6-a6a2-6b82e6fbe626
Automatique 6 rapports,Transmission intégrale permanente,21712303,7d700e7e-6ae3-4aa7-9ffc-17304affe08e
Mécanique 6 rapports,Traction,19562438,2749dba4-64c3-46d1-8e3c-eb51d2586af6
Mécanique 5 rapports,Traction,6555086,87afc533-94c6-4285-ab35-e5439b5e448b
Mécanique 6 rapports,Propulsion,25504612,df0e3eb4-bb6d-4592-b2e6-704d5bd81f57
Mécanique 6 rapports,Traction,27707890,663b75b0-2e88-415f-af21-d4da647f8424
Mécanique 6 rapports,Propulsion,30249004,2d150c36-35af-41fe-8e47-44cbe05d850b
Mécanique 6 rapports,Transmission intégrale,39128882,5f06a36b-71f3-4080-98f0-a63b07b66e93
Mécanique 5 rapports,Traction,6850192,8c958028-884c-41a7-8946-306bc5dad12b
Mécanique robotisée 6 rapports à double embrayage,Traction,21966014,02ead5da-e4bb-4dab-bbd0-4680a3d3c968
Mécanique 6 rapports,Traction,14788669,3ee75e15-de9c-4303-8570-a9559ee1d7c4
Manuelle 6,,5978895,05e8c2b3-525e-4402-8b79-6626c0728027
Automatique 6 rapports,Transmission intégrale,37188662,24d6a9c8-4396-4f7a-b503-efca186e749e
Mécanique 6 rapports,Traction,31318595,faa55141-f7a6-4129-a675-c1e5dea433f1
Mécanique 6 rapports,Propulsion,27339342,5d9526a9-c876-4ac6-a2cc-85970708e401
Mécanique 6 rapports,Traction,26479396,febe4e8c-d620-4fa5-9f5e-e01e9c58758d
Mécanique 5 rapports,Traction,14020860,3ff8552c-39d1-431f-98f4-b34a97203733
Mécanique robotisée 7 rapports à double embrayage,Propulsion,97010998,d30c6230-ad6c-4989-88b6-89e6eb78571e
Mécanique 6 rapports,Traction,15489712,97804111-8d71-4b93-888b-db3631347f54
Mécanique 5 rapports,Traction,16557968,2dea38d2-edb3-4386-8989-3f93529937c2
Rob double embray 6,Traction,15009664,2cae0f5d-90e7-4a48-bd6c-dd2c02ef6862
Automatique séquentielle 7 rapports,Transmission intégrale permanente,66098340,34f9bff6-201d-467d-b4d7-804496282e61
Automatique 8 rapports,Propulsion,34811792,728c61d2-b9aa-4806-8af2-a45fc6cc7a2c
Automatique 8 rapports,Propulsion,48605648,eb132504-f931-4621-b5c7-7321bcecf45a
Automatique 5 rapports,Propulsion,28399586,2f942dfe-7216-4f96-9a6d-c7b0ccc2c2f0
Automatique 5 rapports,Traction,20764226,3ad411e1-089e-4fac-ae24-3ad55f64bf0f
Automatique 5 rapports,Transmission Intégrale débrayable,27908188,1f65ad80-4795-4cbe-ad3d-1ed0fcd3735f
Automatique 6 rapports,Traction,22066163,a64ba524-bf07-4ba8-bcf3-8460ee31f481
Mécanique 6 rapports,Traction,22066163,d7b03cd4-b72f-47cb-8d4e-62eb62fe3fbd
Mécanique 6 rapports,Traction,20603988,782dde5f-05d2-484e-8445-393fa2dcbcaf
Automatique 8 rapports,Propulsion,35789247,ae1efa83-e4d9-42ed-86f8-5cc5df7c3732
Mécanique 5 rapports,Traction,19140477,3c1ac104-84af-482a-8472-3c5e82adaeb0
Automatique séquentielle 7 rapports,Transmission intégrale,61758550,15da1fd7-426f-4720-8174-ff378cae830d
Automatique 8 rapports,Traction,30445296,49dd2047-98da-4943-b1c8-0c034126e899
Manuelle,,11380265,f5e6f3e4-cc12-434a-ad4f-c822c314fd64
Mécanique 5 rapports,Traction,14046231,2979ca4e-fe45-4849-93c6-ce0008111623
Automatique 8 rapports,Propulsion,42029197,433a0bae-3b74-496b-aacd-ce7ed74047a2
Automatique 6 rapports,Traction,22934121,41f27c21-7b40-4c51-9dd2-dd1bb2c9f675
Automatique séquentielle 7 rapports,Transmission intégrale permanente,43731730,a430dbe1-53c0-4068-9ec8-cf4c6cafe070
Automatique à variation continue,Transmission intégrale,62786746,3309ae0a-4104-43a7-9a49-580ea25d0357
Automatique 8 rapports,Propulsion,38390450,4fa7fd20-fe27-44dc-9dfd-901038ca4aa7
Automatique séquentielle 8 rapports,Transmission intégrale,65964808,4f76f9ee-2405-4d32-beb6-49c52b3371b0
Automatique séquentielle 8 rapports,Propulsion,60122783,0e68b4dd-5498-40c7-b47e-c55a3cd73b72
Automatique 6 rapports,Transmission intégrale,29009827,ec9273a6-d1d6-45b0-b033-1f6d6befc58c
Mécanique 5 rapports,Traction,9921428,ca1dcb22-1777-453a-a32f-d73795ec1f9d
Mécanique 6 rapports,Traction,15623244,ed63ca07-6972-4e99-89b2-d33cd15e2f1e
Automatique 8 rapports,Transmission intégrale,85627395,00ade7d8-9f53-418b-8376-737c978799f4
Automatique séquentielle 6 rapports,Transmission intégrale,32181212,705e5b66-ba6d-4484-9e96-307b5428bb4c
Automatique 6 rapports,Traction,21064673,031ecd18-f372-4a70-863c-0fa083ea81ff
Variateur,,1334652,cd6e8890-9c7b-4947-b064-44f0d0d62d2c
Mécanique 6 rapports,Traction,21365120,7164ddf2-71b3-47b2-8d3c-4ed7ffb22b65
Mécanique 6 rapports,Propulsion,34507339,16975190-7cc6-4d9e-b7e6-f9caf70edd10
Automatique 6 rapports,Propulsion,22967504,4146dafd-0665-4f9e-adb7-50d83ecf4388
Mécanique 5 rapports,Traction,7135282,c5fcb1d9-6ab9-4c97-add7-42344a04c3d9
Variateur,,1016846,ecb65bf4-0427-4c50-8602-fb6aff65520d
Automatique 4 rapports,Traction,15489712,14d1e0b4-217f-4e07-9f3b-f534be7db4d6
Automatique 8 rapports,Traction,18251154,1de5b4a7-f300-4231-90a4-f141c8d1190c
Mécanique robotisée 7 rapports à double embrayage,Traction,37595935,0f3a64f7-aa76-4b82-9ff4-09fb7691fac3
Automatique séquentielle 7 rapports,Propulsion,33493164,e09e98ba-82f1-4722-b44a-c6e56b1ca1b5
Variateur,,3471164,ed73152f-c75c-41d7-bfc8-d7382759f538
Mécanique 5 rapports,Traction,16811679,c1dbc220-11ba-4fdd-8b82-63d74e3df1cf
Automatique 6 rapports,Traction,23000887,fb58ec55-17f3-460c-970f-624dda7cbecb
Automatique séquentielle 7 rapports,Transmission intégrale,50975841,d58b6d33-70a7-4a3f-89e4-b9a8684849b0
Mécanique 6 rapports,Traction,19395523,18b2c10c-b7e7-467a-b2dc-0819812df108
